,predictor_name,coef,fold
347,mfcc_sma_de.12._iqr2.3,1.086019648792075,2
348,lspFreq_sma_de.0._min,0.4739183491616602,2
349,lspFreq_sma_de.1._linregerrQ,1.9932975106079813,2
350,lspFreq_sma_de.2._amean,-0.32484123340481297,2
351,lspFreq_sma_de.2._kurtosis,-0.758681703192212,2
352,lspFreq_sma_de.3._amean,-0.2254678331961424,2
353,lspFreq_sma_de.4._max,-0.1425299612872406,2
354,lspFreq_sma_de.4._range,-0.06831252002027344,2
355,lspFreq_sma_de.4._kurtosis,-0.9870563360089957,2
356,lspFreq_sma_de.5._linregc1,0.3520326855543878,2
357,lspFreq_sma_de.7._min,-0.9083684878586475,2
358,lspFreq_sma_de.7._linregc1,0.5921476069845171,2
359,pcm_zcr_sma_de_skewness,0.9180254671798929,2
360,pcm_zcr_sma_de_kurtosis,-0.671684587521432,2
361,voiceProb_sma_de_linregerrQ,1.6994806670639475,2
362,voiceProb_sma_de_kurtosis,0.478258792473669,2
363,voiceProb_sma_de_quartile1,0.40933009530747266,2
364,voiceProb_sma_de_iqr2.3,-0.41712843438604463,2
365,F0_sma_de_skewness,0.6868988318450637,2
366,F0_sma_de_quartile2,-0.8700322003353416,2
367,F0_sma_de_quartile3,-1.0147734946447364,2
368,F0env_sma_de_kurtosis,0.963873526781337,2
369,F0env_sma_de_quartile1,-0.98492591454209,2
370,F0env_sma_de_iqr1.2,0.9425138246638405,2
371,pcm_intensity_sma_minPos,0.6508750861247086,3
372,pcm_intensity_sma_kurtosis,0.7507254195092686,3
373,pcm_loudness_sma_iqr1.2,1.070477784069706,3
374,pcm_loudness_sma_iqr2.3,-0.12150789488259994,3
375,mfcc_sma.1._quartile2,-0.8245538663221949,3
376,mfcc_sma.1._iqr1.2,-1.4307544602341946,3
377,mfcc_sma.2._linregc2,-0.461397958934191,3
378,mfcc_sma.2._linregerrQ,-0.469870801244928,3
379,mfcc_sma.2._stddev,-0.44216355239754457,3
380,mfcc_sma.2._kurtosis,0.9558107641603969,3
381,mfcc_sma.2._iqr2.3,-0.469240905300095,3
382,mfcc_sma.3._range,0.6521658124987729,3
383,mfcc_sma.3._minPos,-1.1167315992802345,3
384,mfcc_sma.3._linregc2,0.22154616203920063,3
385,mfcc_sma.3._linregerrQ,1.016656608577948,3
386,mfcc_sma.3._kurtosis,2.2246727370620563,3
387,mfcc_sma.3._quartile1,-1.0427771835036734,3
388,mfcc_sma.4._minPos,-0.9988288708445405,3
389,mfcc_sma.4._amean,2.450405014211723,3
390,mfcc_sma.4._linregc1,-0.3349690025927782,3
391,mfcc_sma.4._linregerrA,-0.7096169057294659,3
392,mfcc_sma.4._iqr1.2,-0.5637557990466023,3
393,mfcc_sma.5._max,0.46930769982494613,3
394,mfcc_sma.5._min,0.638018833716796,3
395,mfcc_sma.5._quartile3,1.5572841554686137,3
396,mfcc_sma.5._iqr1.2,-1.0404005528480658,3
397,mfcc_sma.6._maxPos,0.7241132374877155,3
398,mfcc_sma.6._kurtosis,2.024937979442366,3
399,mfcc_sma.6._quartile2,0.41414850856093116,3
400,mfcc_sma.6._iqr2.3,-0.8739512604129924,3
401,mfcc_sma.7._maxPos,-0.04782475577928033,3
402,mfcc_sma.7._linregc2,-1.5246012082786256,3
403,mfcc_sma.7._skewness,0.8345966342457914,3
